"GEO_ID","NAME","B05003B_001E","B05003B_001M","B05003B_002E","B05003B_002M","B05003B_003E","B05003B_003M","B05003B_004E","B05003B_004M","B05003B_005E","B05003B_005M","B05003B_006E","B05003B_006M","B05003B_007E","B05003B_007M","B05003B_008E","B05003B_008M","B05003B_009E","B05003B_009M","B05003B_010E","B05003B_010M","B05003B_011E","B05003B_011M","B05003B_012E","B05003B_012M","B05003B_013E","B05003B_013M","B05003B_014E","B05003B_014M","B05003B_015E","B05003B_015M","B05003B_016E","B05003B_016M","B05003B_017E","B05003B_017M","B05003B_018E","B05003B_018M","B05003B_019E","B05003B_019M","B05003B_020E","B05003B_020M","B05003B_021E","B05003B_021M","B05003B_022E","B05003B_022M","B05003B_023E","B05003B_023M"
"0500000US37051","Cumberland County, North Carolina","123982","2173","57507","1314","15277","847","15187","871","90","148","0","210","90","148","42230","846","40012","1052","2218","785","1208","542","1010","500","66475","1499","15712","1007","15250","1074","462","402","0","210","462","402","50763","738","48344","1071","2419","726","1110","456","1309","514"
"0500000US37027","Caldwell County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US37063","Durham County, North Carolina","113271","3028","52026","1866","12417","1398","12417","1398","0","210","0","210","0","210","39609","836","37202","1284","2407","1126","1488","1099","919","556","61245","1427","12041","688","11921","711","120","207","120","207","0","210","49204","1031","47535","1507","1669","1112","905","655","764","629"
"0500000US37037","Chatham County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US37085","Harnett County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US37195","Wilson County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US37035","Catawba County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US37057","Davidson County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US37067","Forsyth County, North Carolina","99830","3368","44944","1950","12498","1484","12498","1484","0","210","0","210","0","210","32446","1076","31420","1199","1026","557","653","447","373","351","54886","1732","12285","813","12248","808","37","68","37","68","0","210","42601","1129","40796","963","1805","951","379","283","1426","895"
"0500000US37001","Alamance County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US37135","Orange County, North Carolina","16500","1240","7032","942","1092","662","993","669","99","166","99","166","0","210","5940","584","4628","1063","1312","1022","1211","1003","101","125","9468","868","1667","588","1517","640","150","189","150","189","0","210","7801","494","5988","1566","1813","1607","625","642","1188","1045"
"0500000US37179","Union County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US37191","Wayne County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US37147","Pitt County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0400000US37","North Carolina","2222533","13581","1038795","8481","263866","6509","260454","6842","3412","2073","666","369","2746","2066","774929","5132","738651","7159","36278","4829","19697","3268","16581","3608","1183738","8612","254005","5516","250803","5635","3202","1285","1939","1131","1263","662","929733","5441","896830","6199","32903","4316","18538","2795","14365","2455"
