"GEO_ID","NAME","B05003D_001E","B05003D_001M","B05003D_002E","B05003D_002M","B05003D_003E","B05003D_003M","B05003D_004E","B05003D_004M","B05003D_005E","B05003D_005M","B05003D_006E","B05003D_006M","B05003D_007E","B05003D_007M","B05003D_008E","B05003D_008M","B05003D_009E","B05003D_009M","B05003D_010E","B05003D_010M","B05003D_011E","B05003D_011M","B05003D_012E","B05003D_012M","B05003D_013E","B05003D_013M","B05003D_014E","B05003D_014M","B05003D_015E","B05003D_015M","B05003D_016E","B05003D_016M","B05003D_017E","B05003D_017M","B05003D_018E","B05003D_018M","B05003D_019E","B05003D_019M","B05003D_020E","B05003D_020M","B05003D_021E","B05003D_021M","B05003D_022E","B05003D_022M","B05003D_023E","B05003D_023M"
"0500000US37101","Johnston County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US37051","Cumberland County, North Carolina","8571","939","3006","556","287","243","230","237","57","92","0","210","57","92","2719","436","852","341","1867","452","949","370","918","417","5565","688","1089","465","751","490","338","264","0","210","338","264","4476","500","900","457","3576","570","2402","558","1174","407"
"0500000US37027","Caldwell County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US37063","Durham County, North Carolina","15792","1198","7343","582","785","345","495","289","290","287","29","49","261","278","6558","488","883","453","5675","651","2659","686","3016","834","8449","1003","1294","546","789","415","505","296","179","200","326","269","7155","567","1332","406","5823","736","3234","769","2589","772"
"0500000US37037","Chatham County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US37085","Harnett County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US37195","Wilson County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US37035","Catawba County, North Carolina","6575","857","2578","492","550","329","550","329","0","210","0","210","0","210","2028","434","996","434","1032","483","809","484","223","255","3997","729","1475","418","1475","418","0","210","0","210","0","210","2522","437","959","510","1563","580","771","641","792","776"
"0500000US37057","Davidson County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US37067","Forsyth County, North Carolina","9574","629","4847","538","1659","471","856","368","803","560","54","87","749","560","3188","224","365","239","2823","281","1487","398","1336","487","4727","437","723","323","455","378","268","265","68","131","200","263","4004","309","879","649","3125","558","1057","383","2068","488"
"0500000US37001","Alamance County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US37135","Orange County, North Carolina","11390","1148","4629","557","556","550","444","514","112","193","0","210","112","193","4073","349","707","372","3366","413","1752","599","1614","669","6761","1060","1831","847","1642","904","189","196","161","193","28","50","4930","316","850","337","4080","482","1782","692","2298","919"
"0500000US37179","Union County, North Carolina","7860","579","3742","448","1216","289","1177","299","39","72","0","210","39","72","2526","251","549","515","1977","426","1133","409","844","427","4118","338","1145","265","1024","305","121","116","121","116","0","210","2973","181","670","442","2303","431","1632","362","671","384"
"0500000US37191","Wayne County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US37147","Pitt County, North Carolina","3697","493","1791","410","601","377","427","299","174","212","0","210","174","212","1190","144","262","275","928","312","484","331","444","330","1906","220","26","46","26","46","0","210","0","210","0","210","1880","209","544","406","1336","395","772","433","564","408"
"0400000US37","North Carolina","306682","5178","146308","3855","35737","2414","27897","2476","7840","1262","1248","516","6592","1179","110571","2501","18583","2492","91988","2779","46545","3263","45443","3230","160374","3425","35442","2129","26771","2406","8671","1833","3208","1123","5463","1300","124932","2594","22210","2044","102722","3081","55152","2974","47570","3160"
